Lambda,FairnessMeasure,Statistic,MACE,MRMC,MAP,MRR
0.8,hellinger,mean,0.001900917145488518,0.654337651125375,0.01866493292262115,0.01866493292262115
0.8,hellinger,stdev,0.0010957958562994214,0.0014372281196231907,0.003716893515445583,0.003716893515445583
0.8,pearson,mean,0.0020338617702612785,0.1388113363848142,0.0473384504031376,0.0473384504031376
0.8,pearson,stdev,0.0013204304941383074,0.0012727812793325427,0.0045213184457027905,0.0045213184457027905
0.9,kullback-leibler,mean,0.0018509067418314787,0.19492662901498692,0.04243043983234864,0.04243043983234864
0.9,kullback-leibler,stdev,0.0011370229249648423,0.0013281902323270779,0.0065325689509892065,0.0065325689509892065
0.9,hellinger,mean,0.001847127324951539,0.6089507453491766,0.029341345587368915,0.029341345587368915
0.9,hellinger,stdev,0.0011982554835041966,0.002271754911391467,0.006880990336043895,0.006880990336043895
0.9,pearson,mean,0.0020300090270759753,0.13925019528007523,0.047883485667154835,0.047883485667154835
0.9,pearson,stdev,0.0012868914603151801,0.0012336165343573113,0.004512014149214001,0.004512014149214001
1.0,kullback-leibler,mean,0.0018730963330870188,0.19092153075272336,0.04948930296756386,0.04948930296756386
1.0,kullback-leibler,stdev,0.0011382314606991715,0.0009920777301784464,0.005184269988790173,0.005184269988790173
1.0,hellinger,mean,0.001848687985796104,0.5826359032846938,0.048342170378225566,0.048342170378225566
1.0,hellinger,stdev,0.0011103609379599256,0.001287270513456911,0.00902208236200368,0.00902208236200368
1.0,pearson,mean,0.0019455344782502257,0.14019728024806946,0.04965139961958629,0.04965139961958629
1.0,pearson,stdev,0.0010871312574982606,0.0011804250808821637,0.00408501641740024,0.00408501641740024
