Lambda,FairnessMeasure,Statistic,MACE,MRMC,MAP,MRR
0.0,kullback-leibler,mean,0.010501824473564925,0.4789954546838596,0.020614087301587307,0.02057936507936508
0.0,kullback-leibler,stdev,0.0009881364634551362,0.02803379080850582,0.0031205847178319875,0.003102847836157932
0.0,hellinger,mean,0.010501824473564925,0.8575664641254324,0.020614087301587307,0.02057936507936508
0.0,hellinger,stdev,0.0009881364634551362,0.02334684454961365,0.0031205847178319875,0.003102847836157932
0.0,pearson,mean,0.010501824473564925,0.4916997572813086,0.020614087301587307,0.02057936507936508
0.0,pearson,stdev,0.0009881364634551362,0.03426792255266464,0.0031205847178319875,0.003102847836157932
0.1,kullback-leibler,mean,0.00611513315262758,0.2457721849770172,0.051161706349206346,0.051722222222222225
0.1,kullback-leibler,stdev,0.00018765835339335988,0.008047361427567413,0.005667734224072736,0.005449952825493729
0.1,hellinger,mean,0.009874689284848822,0.7923889960743967,0.022329365079365077,0.02248015873015873
0.1,hellinger,stdev,0.0008716893238234694,0.021248662969607927,0.0027431742238747552,0.002797948396830079
0.1,pearson,mean,0.005324850975787455,0.09780992455703133,0.12926289682539682,0.13327678571428572
0.1,pearson,stdev,0.0003930147234110035,0.0017722050788611268,0.019649295769654306,0.02023681266360725
0.2,kullback-leibler,mean,0.0052451143435052324,0.18151103211763392,0.10029166666666667,0.10349007936507934
0.2,kullback-leibler,stdev,0.0003710937404615848,0.005284111404470733,0.019102460075865073,0.01974897759948505
0.2,hellinger,mean,0.009150526194654838,0.7391744996790408,0.026842261904761903,0.02788888888888889
0.2,hellinger,stdev,0.0010195919737678346,0.01618319605377416,0.003962685390974412,0.0039951437653222635
0.2,pearson,mean,0.005115605325039863,0.09742805074879042,0.13431845238095236,0.1384156746031746
0.2,pearson,stdev,0.00035835082346801585,0.0018793390677933326,0.01787397262755846,0.018624081787569635
0.30000000000000004,kullback-leibler,mean,0.004905225190489471,0.1557410921567751,0.11988888888888889,0.12386210317460315
