Lambda,FairnessMeasure,Statistic,MACE,MRMC,MAP,MRR
0.4,pearson,stdev,0.0003386783986797141,0.002129126265193358,0.017455818492800333,0.018184248703311336
0.5,kullback-leibler,mean,0.0211059284350275,0.13582744270557137,0.13099603174603175,0.13589980158730158
0.5,kullback-leibler,stdev,0.0003035047575877699,0.00278821126928811,0.01716122332866472,0.01811481128591691
0.5,hellinger,mean,0.02219960362161549,0.5164900344948478,0.08177529761904764,0.08440277777777777
0.5,hellinger,stdev,0.0005292088383568158,0.013610481418118863,0.011723766206158904,0.012558815259515186
0.5,pearson,mean,0.02349875696530135,0.09996744465427748,0.13183035714285712,0.13647321428571427
0.5,pearson,stdev,0.0003206343868747344,0.0021616260481128594,0.01654764544017441,0.017333021706650385
0.6000000000000001,kullback-leibler,mean,0.020671614350482093,0.13188034800002366,0.13107291666666665,0.13826488095238093
0.6000000000000001,kullback-leibler,stdev,0.00027260427517452544,0.0027363727777435067,0.015214783241905448,0.017635035531638723
0.6000000000000001,hellinger,mean,0.020477322770735443,0.47846063128555105,0.09470734126984129,0.09866765873015873
0.6000000000000001,hellinger,stdev,0.00032167224834962624,0.008147173429839127,0.010481481085023323,0.012998906102529198
0.6000000000000001,pearson,mean,0.023265452008097137,0.0998605573104053,0.13414285714285715,0.1388859126984127
0.6000000000000001,pearson,stdev,0.0003004097230696185,0.0021606221514391165,0.015976002661278046,0.016972745993278252
0.7000000000000001,kullback-leibler,mean,0.020338577595831624,0.12944983910206254,0.13416468253968256,0.1407986111111111
0.7000000000000001,kullback-leibler,stdev,0.0002224314623080052,0.0022793130041306666,0.016394891185098313,0.01836665628551364
0.7000000000000001,hellinger,mean,0.019168759672458086,0.4489424170704771,0.10822222222222222,0.11230456349206348
0.7000000000000001,hellinger,stdev,0.00018813693343070335,0.005018636564841931,0.010906287077672662,0.01137342812919337
0.7000000000000001,pearson,mean,0.0230743585250126,0.09980939362898379,0.13172718253968255,0.13760019841269838
0.7000000000000001,pearson,stdev,0.0003087515069888842,0.002163981295262247,0.016109175692183595,0.01794130919945647
0.8,kullback-leibler,mean,0.020056215110005625,0.12741850357542642,0.13747420634920632,0.14426388888888889
0.8,kullback-leibler,stdev,0.0002082171084040545,0.002166224189030354,0.014814615151464792,0.01630150111765482
0.8,hellinger,mean,0.018552712493402856,0.43541603241263366,0.11533829365079365,0.12021130952380954
0.8,hellinger,stdev,0.00014822820463536465,0.0036699732455098308,0.014864476692829214,0.015316591241331442
0.8,pearson,mean,0.022936096262217227,0.0997590165794721,0.1357093253968254,0.14248511904761904
0.8,pearson,stdev,0.00031257914982678347,0.002160364930917989,0.015037887834896459,0.017601712403332692
0.9,kullback-leibler,mean,0.019963991389999068,0.12688394101343622,0.14295833333333335,0.14789186507936508
0.9,kullback-leibler,stdev,0.00019523703992846628,0.0020739784092962395,0.013029943392804758,0.013934401761024466
0.9,hellinger,mean,0.018157466075958178,0.4261433368176554,0.13207093253968255,0.1358859126984127
0.9,hellinger,stdev,0.00011588362403578517,0.0026587509662989255,0.012876079974203885,0.01410254034798351
0.9,pearson,mean,0.022882273782977226,0.09981712956489834,0.13825859788359787,0.14408531746031744
0.9,pearson,stdev,0.00030756667596293195,0.002201436856810776,0.01626930112397568,0.017882799208485834
1.0,kullback-leibler,mean,0.019917062187783698,0.12652275029501717,0.14795783730158726,0.15155555555555555
1.0,kullback-leibler,stdev,0.00018711753959385562,0.0019530194222909401,0.013710150999738909,0.014262912092415682
1.0,hellinger,mean,0.018146873380091025,0.4244773978419884,0.14667609126984124,0.15144742063492062
1.0,hellinger,stdev,0.00012553370514929377,0.0025935442549335956,0.015223413153708619,0.017003679242117032
1.0,pearson,mean,0.022859456395819273,0.09982122834783225,0.14002099867724865,0.14551984126984127
1.0,pearson,stdev,0.00030498446112739604,0.0022124688398493576,0.016676803524322013,0.01753233250537471
