Lambda,FairnessMeasure,Statistic,MACE,MRMC,MAP,MRR
0.30000000000000004,kullback-leibler,stdev,0.00015330961181543208,0.002240393515389662,0.01223176000556256,0.013120627818605757
0.30000000000000004,hellinger,mean,0.0031640793733364583,0.6404394653752693,0.0415952380952381,0.04288095238095238
0.30000000000000004,hellinger,stdev,0.00022845299032131166,0.010824761511889385,0.008111432378734866,0.008463826384099878
0.30000000000000004,pearson,mean,0.002982194953362366,0.09449973474921401,0.11413789682539681,0.12060119047619047
0.30000000000000004,pearson,stdev,0.00016933055254789167,0.0008792043397741141,0.011123463230503478,0.012868525344990923
0.4,kullback-leibler,mean,0.002309173751997611,0.13686880903561138,0.11384722222222224,0.11736408730158729
0.4,kullback-leibler,stdev,0.0001489893743683452,0.001338695856475829,0.010051761586793256,0.010446833279329487
0.4,hellinger,mean,0.002684895863467203,0.570527838689482,0.0708829365079365,0.07227281746031747
0.4,hellinger,stdev,0.00027297463327133163,0.014056586400758278,0.012488128279251007,0.012402555073315492
0.4,pearson,mean,0.0027746905394261346,0.09425458441570755,0.11700892857142856,0.1234375
0.4,pearson,stdev,0.000171567694883283,0.0009193703971435413,0.0077114802900844675,0.009773239110935214
0.5,kullback-leibler,mean,0.0022353741905967164,0.13074225755708702,0.11973214285714287,0.12562400793650794
0.5,kullback-leibler,stdev,0.00013979579465589617,0.0012440078110142814,0.008783171390943999,0.010746795068366437
0.5,hellinger,mean,0.002231215147602037,0.5165839874819904,0.09133333333333334,0.09391765873015871
0.5,hellinger,stdev,0.00021488193638279096,0.011293908677756752,0.007106463065884731,0.006483466498182116
0.5,pearson,mean,0.0027461292287957787,0.09411842867531742,0.11681249999999999,0.12430257936507935
0.5,pearson,stdev,0.00016767866144264216,0.0009332562214523827,0.007371798218764165,0.009307636567366344
0.6000000000000001,kullback-leibler,mean,0.0021561825104841766,0.12751637658125556,0.1220922619047619,0.12721428571428572
0.6000000000000001,kullback-leibler,stdev,0.00010941485262417294,0.0013460699591495708,0.011796159768117053,0.012057600513003107
0.6000000000000001,hellinger,mean,0.0019421033925324399,0.4748266684349279,0.11071279761904762,0.11210515873015874
0.6000000000000001,hellinger,stdev,0.00021652591079678003,0.006822052370563963,0.010191313535600988,0.010133564201274849
0.6000000000000001,pearson,mean,0.0027137682926304946,0.09398764615569141,0.1174722222222222,0.12499007936507936
0.6000000000000001,pearson,stdev,0.00018172034383332882,0.0009502601653195895,0.007528646012060322,0.009421873691010923
0.7000000000000001,kullback-leibler,mean,0.001987881944372704,0.12451782132322284,0.12760218253968253,0.1319722222222222
0.7000000000000001,kullback-leibler,stdev,0.00014016099229378134,0.0011325846806258504,0.011352643970306121,0.012772049849796146
